,ITE_ITEM_TITLE,DESC,CLUSTER
4811,tenis adidas runfalcon 20 feminino chumbo,tenis adidas runfalcon 20 feminino chumb,1
4812,tenis masculino olympikus oferta garra,tenis masculino olympikus oferta g,2
4813,tenis modelo agatha  preto,tenis modelo agatha  pret,2
4814,tenis sapatilha feminino adulto faculdade trabalho calcado,tenis sapatilha feminino adulto faculdade trabalho calc,1
4815,tenis vizzano confortavel,tenis vizzano conforta,2
4816,sapatilha bike tsw new fit feminina pedal shimano m520 promo,sapatilha bike tsw new fit feminina pedal shimano m520 pr,0
4817,tenis esportivo caminhada academia super leve macio barato,tenis esportivo caminhada academia super leve macio barat,2
4818,tenis slip on feminino casual iate via marte 2111303,tenis slip on feminino casual iate via marte 2111303,1
4819,tenis slip on usaflex  feminino ae2208 marrom camel ,tenis slip on usaflex  feminino ae2208 marrom camel ,1
4820,tenis klin baby jump  244010000,tenis klin baby jump  244010000,2
4821,tenis de corrida reebok runner 5 reebok,tenis de corrida reebok runner 5 reebok,2
4822,tenis mizuno wave creation 3 waveknit azul  masculino,tenis mizuno wave creation 3 waveknit azul  masculin,2
4823,tenis usthemp spice tem  cavalo mangalarga marchador,tenis usthemp spice tem  cavalo mangalarga march,2
4824,chuteira futsal dray do 28 ao 36 ref  37451,chuteira futsal dray do 28 ao 36 ref  37451,2
4825,tenis feminino fila pra caminhar nova tendencia envio 24h,tenis feminino fila pra caminhar nova tendencia envio 24h,1
4826,tenis via marte slip on colmeia 213148,tenis via marte slip on colmeia 213148,1
4827,tv hbuster 22  com defeito,tv hbuster 22  com defeit,2
4828,tenis modelo star sapato unissex infantil crianca confort,tenis modelo star sapato unissex infantil crianca confort,2
4829,sapatenis masculino tenis casual confortavel barato so ho,sapatenis masculino tenis casual confortavel barato so h,2
4830,tenis anvil la black white,tenis anvil la black whit,2
4831,botinha fitness  treino academia danca crossfit  tam 37 ,botinha fitness  treino academia danca crossfit  tam 37 ,2
4832,tenis esportivo activate ,tenis esportivo activate ,2
4833,tenis oakley evzero orbit ,tenis oakley evzero orbit ,2
4834,sapatenis masculino calce facil com ziper fly walk 14048fly,sapatenis masculino calce facil com ziper fly walk 14048fly,2
4835,5x bicicleta presta roda jantes pneu haste valvula de ar,5x bicicleta presta roda jantes pneu haste valvula de ,0
4836,smart tv philco ptv70q50snsg dled 4k 70  110v220v,smart tv philco ptv70q50snsg dled 4k 70  110v220v,0
4837,kit 3 pares feminino oldsen strong confortavel lancamento,kit 3 pares feminino oldsen strong confortavel lanc,1
4838,tenis esportivos para masculinofeminino court fury original,tenis esportivos para masculinofeminino court fury orig,2
4839,tenis modare slipon  feminino,tenis modare slipon  feminin,2
4840,tenis mizuno prophecy 7 preto camaleao no43 original,tenis mizuno prophecy 7 preto camaleao no43 orig,2
4841,tenis adidas deerupt runner original ,tenis adidas deerupt runner original ,2
4842,tenis hocks 2002 preto prisma,tenis hocks 2002 preto prism,2
4843,slip on para crianca preto leve resistente confortavel z295,slip on para crianca preto leve resistente confortavel z295,2
4844,tenis skatista qix hexagon preto total original envio ja,tenis skatista qix hexagon preto total original envio j,2
4845,tenis casual basico feminino,tenis casual basico feminin,2
4846,tenis feminino kolosh c1633a confortavel slip on,tenis feminino kolosh c1633a confortavel slip on,1
4847,tenis via marte flatform slip on meia via marte 1911202,tenis via marte flatform slip on meia via marte 1911202,1
4848,tenis arezzo slip knit solado esportivo barato original,tenis arezzo slip knit solado esportivo barato orig,2
4849,tenis feminino star jeans coracoes,tenis feminino star jeans coraco,1
4850,tenis unissex tam 39,tenis unissex tam 39,2
4851,tenis nike air force 1 branco,tenis nike air force 1 branc,2
4852,tenis feminino nike mc trainer,tenis feminino nike mc train,1
4853,tenis sapatilha feminino renda originalls no precinho,tenis sapatilha feminino renda originalls no prec,1
4854,tenis infantil bibi roller celebration de luz femin tie dye,tenis infantil bibi roller celebration de luz femin tie dy,2
4855,tenis puma st runner v2 mesh bdp  vinhobranco,tenis puma st runner v2 mesh bdp  vinhobranc,2
4856,tenis feminino sapatenis feminino confortavel ,tenis feminino sapatenis feminino confortavel ,1
4857,tenis masculino meia sem cadarco caminhada corrida academia,tenis masculino meia sem cadarco caminhada corrida academ,2
4858,tenis feminino liso casual flatform conforto bold zaxy 18094,tenis feminino liso casual flatform conforto bold zaxy 18094,1
4859,tenis capricho rosa spear class,tenis capricho rosa spear clas,2
4860,bicicleta bike aro 12 patati patata styll baby 0601599,bicicleta bike aro 12 patati patata styll baby 0601599,0
4861,tenis feminino casual em napa izalu preto,tenis feminino casual em napa izalu pret,1
4862,bicicleta alfameq aro 29 mtb cambio shimano 21vfreio a disco,bicicleta alfameq aro 29 mtb cambio shimano 21vfreio a disc,0
4863,tenis casual feminino olympikus jogging 100 nude numero 34,tenis casual feminino olympikus jogging 100 nude numero 34,1
4864,tenis crazy chaos feminino,tenis crazy chaos feminin,2
4865,tenis usthemp hi fly vegano casual estampa mucca,tenis usthemp hi fly vegano casual estampa mucc,2
4866,tenis feminino via marte 205842,tenis feminino via marte 205842,1
4867,tenis under armour bluetooth hovr infinite 33 pares de meia,tenis under armour bluetooth hovr infinite 33 pares de me,2
4868,tenis usthemp one tematico  virgem,tenis usthemp one tematico  virg,2
4869,sapatilha bontrager foray preta bike mtb ciclismo tam 39br,sapatilha bontrager foray preta bike mtb ciclismo tam 39br,0
4870,tenis modare slip on  nude,tenis modare slip on  nud,1
4871,camiseta speedo raglan basic masculina  branco,camiseta speedo raglan basic masculina  branc,2
4872,tenis casual via feminina branco,tenis casual via feminina branc,1
4873,tv led oac t2965ms quebrada,tv led oac t2965ms quebr,0
4874,tenis feminino olimp casual caminhada chunk original vili,tenis feminino olimp casual caminhada chunk original vil,1
4875,tenis moleca feminino jeans 563240019307,tenis moleca feminino jeans 563240019307,1
4876,tenis batatinha infantil bt20217 ,tenis batatinha infantil bt20217 ,2
4877,sapatenis tenis masculino polo casual lindo couro ecologico,sapatenis tenis masculino polo casual lindo couro ecolog,2
4878,tenis fila oakmont verde militar,tenis fila oakmont verde mil,2
4879,tenis plataform buffalo,tenis plataform buffal,2
4880,sapatenis de modelo casual e urbano masculino preto,sapatenis de modelo casual e urbano masculino pret,2
4881,smart tv 40 tcl android led s615 full hd hdr wifi,smart tv 40 tcl android led s615 full hd hdr wif,0
4882,bolsa feminino  tenis rosa slip on  cropped rosa efect,bolsa feminino  tenis rosa slip on  cropped rosa efect,1
4883,sapatilha road giro savix ii branco,sapatilha road giro savix ii branc,0
4884,tenis everlast berlin  feminino,tenis everlast berlin  feminin,2
4885,sapatotenis casual conforto para seus pes masculino lindo,sapatotenis casual conforto para seus pes masculino l,2
4886,tenis infantil em lona menino bebe molekinho 2133652,tenis infantil em lona menino bebe molekinho 2133652,2
4887,tenis dc stevie williams slim skate tamanho 40 exclusivo,tenis dc stevie williams slim skate tamanho 40 exclus,2
4888,tenis masculino madbull nautic mb499 original kit com 2 mb13,tenis masculino madbull nautic mb499 original kit com 2 mb13,2
4889,botinha infantil bebe masculina casual menino kids jm1114,botinha infantil bebe masculina casual menino kids jm1114,2
4890,tenis infantil feminino rose makenzi  promocao,tenis infantil feminino rose makenzi  promoca,1
4891,sapatos femininos de qualidade camurca flying weave sneakers,sapatos femininos de qualidade camurca flying weave sneak,2
4892,tenis infantil molekinho basic tradicioonal 2801122 conforto,tenis infantil molekinho basic tradicioonal 2801122 confort,2
4893,tenis rubro juvenil lona escolar  preto,tenis rubro juvenil lona escolar  pret,2
4894,under armour hovr infinite 42 masculino,under armour hovr infinite 42 masculin,2
4895,tenis oakley modelo flak 365 modelo top,tenis oakley modelo flak 365 modelo top,2
4896,tenis calce facil masculino preto tenis slip on barato  mbk,tenis calce facil masculino preto tenis slip on barato  mbk,2
4897,sapatenis colcci lettering offwitte original,sapatenis colcci lettering offwitte orig,2
4898,tenis sneaker fitness feminino lirom fit couro leg ref 704 ,tenis sneaker fitness feminino lirom fit couro leg ref 704 ,1
4899,sapatenis masculino couro amarracao macio democrata 122110 ,sapatenis masculino couro amarracao macio democrata 122110 ,2
4900,tenis qix skate combat vulcan preto black original promocao,tenis qix skate combat vulcan preto black original promoca,2
4901,kit 3 tenis masculino sapatenis sapato otima qualidade,kit 3 tenis masculino sapatenis sapato otima qual,2
4902,air jordan 1 mid red patent l1,air jordan 1 mid red patent l1,2
4903,tenis via marte 2112807 feminino slip on casual promocao,tenis via marte 2112807 feminino slip on casual promoca,1
4904,sneakers dolce cabanna milano lancamento  envio imediato,sneakers dolce cabanna milano lancamento  envio imediat,2
4905,tenis esportivo maria paula ultraflex bordopreto ref 70,tenis esportivo maria paula ultraflex bordopreto ref 70,2
4906,bota feminina fitness academia tenehi 158 vermelho,bota feminina fitness academia tenehi 158 vermelh,2
4907,tenis comfortflex 2190404 preto,tenis comfortflex 2190404 pret,2
4908,tenis ortope dna flex 292075 infantil,tenis ortope dna flex 292075 infantil,2
4909,tenis plumax zoo york original skatista casual promocao,tenis plumax zoo york original skatista casual promoca,2
4910,puma disc,puma disc,2
4911,tenis masculino plaza zoom sb skate original frete gratis,tenis masculino plaza zoom sb skate original frete gratil,2
4912,nike shox nova obsidian pink importado usa original,nike shox nova obsidian pink importado usa orig,2
4913,tenis infantil menino cano baixo preto conforto estilo ,tenis infantil menino cano baixo preto conforto estilo ,2
4914,tenis infantil casual skatista acompanha skate de brinde,tenis infantil casual skatista acompanha skate de brind,2
4915,tenis mary jane grafite feminino 4145 original,tenis mary jane grafite feminino 4145 orig,1
4916,tenis infantil molekinha casual rosa 2524306  lojas radan,tenis infantil molekinha casual rosa 2524306  lojas radan,2
4917,tenis olympikus maneiro kid infantil masculino menino macio,tenis olympikus maneiro kid infantil masculino menino maci,2
4918,tenis masculino venetto neutra casual caminhada confortavel ,tenis masculino venetto neutra casual caminhada confortavel ,2
4919,bicicleta aro 20 feminina ccestinharodinhas de brinde,bicicleta aro 20 feminina ccestinharodinhas de brind,0
4920,tenis freeday casual azul,tenis freeday casual azul,2
4921,tenis asics gel court ff novak clay  azul,tenis asics gel court ff novak clay  azul,2
4922,fita cinta rolo 50mm 50 metros confeccao promocao,fita cinta rolo 50mm 50 metros confeccao promoca,2
4923,sapatilha mtb shimano shxc100 preta  tamanho 39 br,sapatilha mtb shimano shxc100 preta  tamanho 39 br,0
4924,bicicleta infantil colli aro 16 xicoria com freios vbrake,bicicleta infantil colli aro 16 xicoria com freios vbrak,0
4925,kit 3 tenis infantil sonic c led  1 chinelo  lancamento,kit 3 tenis infantil sonic c led  1 chinelo  lanc,2
4926,teclado de funcoes tv philips 46pfl4908g,teclado de funcoes tv philips 46pfl4908g,2
4927,sapatenis masculino couro natural xt ba 7250630a ferracini,sapatenis masculino couro natural xt ba 7250630a ferracin,2
4928,tenis feminino pegada em couro 210009 orignal envio 24h,tenis feminino pegada em couro 210009 orignal envio 24h,1
4929,tenis ous arquitetonico couro 95 essencial a,tenis ous arquitetonico couro 95 essencial ,2
4930,tenis inf masc novope mesclachumbo  361n2,tenis inf masc novope mesclachumbo  361n2,2
4931,tenis infantil fila attrek pretoazul,tenis infantil fila attrek pretoazul,2
4932,tenis feminino keep mesh elastico running technology,tenis feminino keep mesh elastico running technology,1
4933,tenis feminino casual esportivo vizzano ,tenis feminino casual esportivo vizzano ,1
4934,bicicleta para menina pro tork aro 20 bicolor branca e rosa,bicicleta para menina pro tork aro 20 bicolor branca e r,0
4935,sapato usthemp legend tematico  chowchow preto,sapato usthemp legend tematico  chowchow pret,2
4936,tenis asics court ff novak clay l e masculino,tenis asics court ff novak clay l e masculin,2
4937,tenis lacoste thrill couro original nf  brinde,tenis lacoste thrill couro original nf  brind,2
4938,bicicleta infantil nathor aro 14 first pro masculina ,bicicleta infantil nathor aro 14 first pro masculina ,0
4939,tenis de corrida energen lite reebok,tenis de corrida energen lite reebok,2
4940,tenis academia caminhada actvitta conforto 4202 feminino ,tenis academia caminhada actvitta conforto 4202 feminino ,1
4941,tenis usthemp slipon tem  cupcake por goodies bakery,tenis usthemp slipon tem  cupcake por goodies bakery,2
4942,canyon speedmax cf ultegra tam m,canyon speedmax cf ultegra tam m,2
4943,tenis nike sb chron 2 slip masculino,tenis nike sb chron 2 slip masculin,2
4944,tenis dg sorrento g1 liso preto  rosa unissex stylo,tenis dg sorrento g1 liso preto  rosa unissex styl,2
4945,1 par de protetor de calcanhar sebs tamanho tamanho livre,1 par de protetor de calcanhar sebs tamanho tamanho livr,2
4946,tenis mark nason los angeles usado uma vez 42,tenis mark nason los angeles usado uma vez 42,2
4947,tenis feminino casual congo smash oferta,tenis feminino casual congo smash ofert,1
4948,tenis feminino nike react infinity run flyknit rosa feminino,tenis feminino nike react infinity run flyknit rosa feminin,1
4949,tenis casual cano alto done head play branco,tenis casual cano alto done head play branc,2
4950,tenis sapatenis casual alpargata sapatilha feminino str720,tenis sapatenis casual alpargata sapatilha feminino str720,1
4951,sapatenis tenis casual jogger jogging lifestyle masculino,sapatenis tenis casual jogger jogging lifestyle masculin,2
